pic.0343.jpg,828673216.0000,7.4016,1059160000.0000,0.0000,0.0000
pic.0342.jpg,661724800.0000,7.5623,1058955712.0000,0.0003,0.0000
pic.0368.jpg,520600512.0000,7.8364,1058769408.0000,0.0022,0.0000
pic.0345.jpg,843858880.0000,nan,1057116544.0000,0.0007,0.0000
pic.0344.jpg,804826816.0000,nan,1059432192.0000,0.0000,0.0000
pic.0347.jpg,778739456.0000,7.5349,1059068480.0000,0.0004,0.0000
pic.0080.jpg,2004720128.0000,6.8243,1057642752.0000,0.0000,0.0000
pic.0309.jpg,849771392.0000,nan,1059953216.0000,0.0000,0.0000
pic.0280.jpg,745738944.0000,nan,1060132288.0000,0.0000,0.0000
pic.0326.jpg,1641614080.0000,nan,1056973440.0000,0.0000,0.0000
pic.0324.jpg,795801024.0000,7.5592,1056561280.0000,0.0004,0.0000
pic.0459.jpg,1818559488.0000,6.4971,1056978944.0000,0.0000,0.0000
pic.0461.jpg,1166140672.0000,7.1260,1060873152.0000,0.0001,0.0000
pic.0110.jpg,1080130688.0000,6.9893,1061291904.0000,0.0016,0.0000
pic.0460.jpg,1168722176.0000,6.8981,1057891072.0000,0.0001,0.0000
pic.0304.jpg,856428160.0000,7.4666,1058110848.0000,0.0037,0.0000
pic.1032.jpg,1635108352.0000,6.6697,1061563776.0000,0.0027,0.0000
pic.0375.jpg,2065258368.0000,6.2370,1057233472.0000,0.0002,0.0000
pic.0164.jpg,1851610240.0000,6.3976,1058278080.0000,0.0065,0.0000
